Date,Time_s,Temp_C,pH ,pH_mV,Rate_mL_h,Volume_mL,Sample_mass_g,Key,Normality
2019/05/12,409.998576,21.8,5.596,86.6,5.000000,0.556370,23.070000,20190501_post,0.107000
2019/05/12,419.999809,21.8,5.548,89.4,5.000000,0.569040,23.070000,20190501_post,0.107000
2019/05/12,429.997895,21.8,5.493,92.6,5.000000,0.582870,23.070000,20190501_post,0.107000
2019/05/12,439.998534,21.8,5.431,96.2,5.000000,0.597840,23.070000,20190501_post,0.107000
2019/05/12,450.001662,21.8,5.399,98.1,5.000000,0.610510,23.070000,20190501_post,0.107000
2019/05/12,459.997993,21.9,5.326,102.4,5.000000,0.624330,23.070000,20190501_post,0.107000
2019/05/12,470.000479,21.9,5.266,105.9,5.000000,0.639310,23.070000,20190501_post,0.107000
2019/05/12,479.999680,21.9,5.201,109.7,5.000000,0.653130,23.070000,20190501_post,0.107000
2019/05/12,490.000227,21.9,5.095,115.9,5.000000,0.665800,23.070000,20190501_post,0.107000
2019/05/12,500.000579,21.9,5.025,120.0,5.000000,0.680780,23.070000,20190501_post,0.107000
2019/05/12,509.996410,21.9,4.907,126.9,5.000000,0.694600,23.070000,20190501_post,0.107000
2019/05/12,520.000351,21.9,4.740,136.7,5.000000,0.707270,23.070000,20190501_post,0.107000
2019/05/12,529.999292,21.9,4.528,149.1,5.000000,0.721090,23.070000,20190501_post,0.107000
2019/05/12,539.999734,21.9,4.316,161.5,5.000000,0.736070,23.070000,20190501_post,0.107000
2019/05/12,550.001688,21.9,4.133,172.2,1.000000,0.748740,23.070000,20190501_post,0.107000
2019/05/12,559.997651,21.9,3.970,181.7,1.000000,0.752200,23.070000,20190501_post,0.107000
2019/05/12,569.998714,21.9,3.934,183.8,1.000000,0.754500,23.070000,20190501_post,0.107000
2019/05/12,579.999867,21.9,3.864,187.9,1.000000,0.756800,23.070000,20190501_post,0.107000
2019/05/12,590.001282,21.9,3.822,190.4,1.000000,0.759110,23.070000,20190501_post,0.107000
2019/05/12,599.998110,21.9,3.808,191.2,1.000000,0.761410,23.070000,20190501_post,0.107000
2019/05/12,609.999889,21.9,3.774,193.2,1.000000,0.763720,23.070000,20190501_post,0.107000
2019/05/12,619.998861,21.9,3.740,195.2,1.000000,0.766020,23.070000,20190501_post,0.107000
2019/05/12,629.999344,21.9,3.722,196.2,1.000000,0.768320,23.070000,20190501_post,0.107000
2019/05/12,639.999336,21.9,3.697,197.7,1.000000,0.770630,23.070000,20190501_post,0.107000
2019/05/12,650.000731,22.0,3.674,199.1,1.000000,0.772930,23.070000,20190501_post,0.107000
2019/05/12,660.000779,22.0,3.659,200.0,1.000000,0.775230,23.070000,20190501_post,0.107000
2019/05/12,670.002672,22.0,3.642,201.0,1.000000,0.777540,23.070000,20190501_post,0.107000
2019/05/12,679.999686,22.0,3.628,201.8,1.000000,0.779840,23.070000,20190501_post,0.107000
2019/05/12,689.999735,22.0,3.612,202.7,1.000000,0.782150,23.070000,20190501_post,0.107000
2019/05/12,700.001758,22.0,3.592,203.9,1.000000,0.784450,23.070000,20190501_post,0.107000
2019/05/12,710.001274,22.0,3.575,204.9,1.000000,0.786750,23.070000,20190501_post,0.107000
2019/05/12,719.999630,22.0,3.565,205.5,1.000000,0.789060,23.070000,20190501_post,0.107000
2019/05/12,730.000226,22.0,3.548,206.5,1.000000,0.791360,23.070000,20190501_post,0.107000
2019/05/12,739.998486,22.0,3.539,207.0,1.000000,0.793660,23.070000,20190501_post,0.107000
2019/05/12,749.998607,22.0,3.527,207.7,1.000000,0.795970,23.070000,20190501_post,0.107000
2019/05/12,759.999393,22.0,3.508,208.8,1.000000,0.798270,23.070000,20190501_post,0.107000
2019/05/12,769.999782,22.0,3.498,209.4,1.000000,0.800580,23.070000,20190501_post,0.107000
2019/05/12,779.997878,22.0,3.488,210.0,1.000000,0.802880,23.070000,20190501_post,0.107000
2019/05/12,790.000947,22.0,3.476,210.7,1.000000,0.805180,23.070000,20190501_post,0.107000
2019/05/12,799.999641,22.0,3.467,211.2,1.000000,0.807490,23.070000,20190501_post,0.107000
2019/05/12,810.001206,22.0,3.454,212.0,1.000000,0.809790,23.070000,20190501_post,0.107000
2019/05/12,819.999780,22.0,3.440,212.8,1.000000,0.812100,23.070000,20190501_post,0.107000
2019/05/12,829.998657,22.0,3.433,213.2,1.000000,0.814400,23.070000,20190501_post,0.107000
2019/05/12,840.002047,22.0,3.421,213.9,1.000000,0.816700,23.070000,20190501_post,0.107000
2019/05/12,849.997843,22.0,3.411,214.5,1.000000,0.819010,23.070000,20190501_post,0.107000
2019/05/12,860.000358,22.0,3.402,215.0,1.000000,0.821310,23.070000,20190501_post,0.107000
2019/05/12,870.001271,22.0,3.390,215.7,1.000000,0.823610,23.070000,20190501_post,0.107000
2019/05/12,880.000428,22.0,3.382,216.2,1.000000,0.825920,23.070000,20190501_post,0.107000
2019/05/12,889.999800,22.1,3.376,216.6,1.000000,0.828220,23.070000,20190501_post,0.107000
2019/05/12,899.999148,22.1,3.369,217.0,1.000000,0.830530,23.070000,20190501_post,0.107000
2019/05/12,909.997823,22.1,3.354,217.9,1.000000,0.832830,23.070000,20190501_post,0.107000
2019/05/12,919.997954,22.1,3.347,218.3,1.000000,0.835130,23.070000,20190501_post,0.107000
2019/05/12,930.001923,22.1,3.340,218.7,1.000000,0.837440,23.070000,20190501_post,0.107000
2019/05/12,940.001176,22.1,3.330,219.3,1.000000,0.839740,23.070000,20190501_post,0.107000
2019/05/12,949.998387,22.1,3.323,219.7,1.000000,0.842050,23.070000,20190501_post,0.107000
2019/05/12,959.999327,22.1,3.315,220.2,1.000000,0.844350,23.070000,20190501_post,0.107000
2019/05/12,969.998302,22.1,3.308,220.6,1.000000,0.846650,23.070000,20190501_post,0.107000
2019/05/12,979.999298,22.1,3.298,221.2,1.000000,0.848960,23.070000,20190501_post,0.107000
2019/05/12,989.998554,22.1,3.289,221.7,1.000000,0.851260,23.070000,20190501_post,0.107000
2019/05/12,1000.004011,22.1,3.282,222.1,1.000000,0.853560,23.070000,20190501_post,0.107000
2019/05/12,1009.999352,22.1,3.274,222.6,1.000000,0.855870,23.070000,20190501_post,0.107000
2019/05/12,1019.999148,22.1,3.267,223.0,1.000000,0.858170,23.070000,20190501_post,0.107000
2019/05/12,1030.001251,22.1,3.258,223.5,1.000000,0.860480,23.070000,20190501_post,0.107000
2019/05/12,1040.000588,22.1,3.250,224.0,1.000000,0.862780,23.070000,20190501_post,0.107000
2019/05/12,1050.001700,22.1,3.241,224.5,1.000000,0.865080,23.070000,20190501_post,0.107000
2019/05/12,1059.998820,22.1,3.234,224.9,1.000000,0.867390,23.070000,20190501_post,0.107000
2019/05/12,1069.999181,22.1,3.229,225.2,1.000000,0.869690,23.070000,20190501_post,0.107000
2019/05/12,1079.997963,22.1,3.222,225.6,1.000000,0.871990,23.070000,20190501_post,0.107000
2019/05/12,1089.998464,22.1,3.214,226.1,1.000000,0.874300,23.070000,20190501_post,0.107000
2019/05/12,1100.000379,22.1,3.209,226.4,1.000000,0.876600,23.070000,20190501_post,0.107000
2019/05/12,1109.998829,22.1,3.200,226.9,1.000000,0.878910,23.070000,20190501_post,0.107000
2019/05/12,1120.000683,22.1,3.195,227.2,1.000000,0.881210,23.070000,20190501_post,0.107000
2019/05/12,1129.998668,22.0,3.187,227.6,1.000000,0.883510,23.070000,20190501_post,0.107000
2019/05/12,1140.002294,22.0,3.182,227.9,1.000000,0.885820,23.070000,20190501_post,0.107000
2019/05/12,1150.001569,22.0,3.173,228.4,1.000000,0.888120,23.070000,20190501_post,0.107000
2019/05/12,1159.999434,22.0,3.172,228.5,1.000000,0.890430,23.070000,20190501_post,0.107000
2019/05/12,1169.999142,22.0,3.163,229.0,1.000000,0.892730,23.070000,20190501_post,0.107000
2019/05/12,1179.999340,22.0,3.160,229.2,1.000000,0.895030,23.070000,20190501_post,0.107000
2019/05/12,1189.999642,22.0,3.151,229.7,1.000000,0.897340,23.070000,20190501_post,0.107000
2019/05/12,1199.997678,22.0,3.146,230.0,1.000000,0.899640,23.070000,20190501_post,0.107000
2019/05/12,1209.997963,22.0,3.142,230.2,1.000000,0.901940,23.070000,20190501_post,0.107000
2019/05/12,1219.998404,22.0,3.137,230.5,1.000000,0.904250,23.070000,20190501_post,0.107000
2019/05/12,1229.997327,22.0,3.131,230.9,1.000000,0.906550,23.070000,20190501_post,0.107000
2019/05/12,1240.000903,22.0,3.127,231.1,1.000000,0.908860,23.070000,20190501_post,0.107000
2019/05/12,1250.001184,22.0,3.120,231.5,1.000000,0.911160,23.070000,20190501_post,0.107000
2019/05/12,1259.997657,22.0,3.113,231.9,1.000000,0.913460,23.070000,20190501_post,0.107000
2019/05/12,1270.000620,22.0,3.112,232.0,1.000000,0.915770,23.070000,20190501_post,0.107000
2019/05/12,1280.000735,22.0,3.105,232.4,1.000000,0.918070,23.070000,20190501_post,0.107000
2019/05/12,1289.999948,22.0,3.100,232.7,1.000000,0.920370,23.070000,20190501_post,0.107000
2019/05/12,1300.001650,22.0,3.095,233.0,1.000000,0.922680,23.070000,20190501_post,0.107000
2019/05/12,1310.000271,22.0,3.091,233.2,1.000000,0.924980,23.070000,20190501_post,0.107000
2019/05/12,1319.996449,22.0,3.086,233.5,1.000000,0.927290,23.070000,20190501_post,0.107000
2019/05/12,1330.001566,22.0,3.083,233.7,1.000000,0.929590,23.070000,20190501_post,0.107000
2019/05/12,1340.000706,22.0,3.078,234.0,1.000000,0.931890,23.070000,20190501_post,0.107000
2019/05/12,1350.000968,22.0,3.074,234.2,1.000000,0.934200,23.070000,20190501_post,0.107000
2019/05/12,1360.001035,22.0,3.069,234.5,1.000000,0.936500,23.070000,20190501_post,0.107000
2019/05/12,1369.998310,22.0,3.066,234.7,1.000000,0.938810,23.070000,20190501_post,0.107000
2019/05/12,1380.001741,22.0,3.060,235.0,1.000000,0.941110,23.070000,20190501_post,0.107000
2019/05/12,1390.001222,22.0,3.057,235.2,1.000000,0.943410,23.070000,20190501_post,0.107000
2019/05/12,1399.999959,22.0,3.052,235.5,1.000000,0.945720,23.070000,20190501_post,0.107000
2019/05/12,1409.999194,22.0,3.048,235.7,1.000000,0.948020,23.070000,20190501_post,0.107000
2019/05/12,1420.000494,22.0,3.043,236.0,1.000000,0.950320,23.070000,20190501_post,0.107000
2019/05/12,1430.000801,22.0,3.042,236.1,1.000000,0.952630,23.070000,20190501_post,0.107000
2019/05/12,1440.002654,22.0,3.035,236.5,1.000000,0.954930,23.070000,20190501_post,0.107000
2019/05/12,1450.000776,22.0,3.031,236.7,1.000000,0.957240,23.070000,20190501_post,0.107000
2019/05/12,1460.002879,22.0,3.026,237.0,1.000000,0.959540,23.070000,20190501_post,0.107000
2019/05/12,1470.001084,22.0,3.025,237.1,1.000000,0.961840,23.070000,20190501_post,0.107000
2019/05/12,1480.001210,22.0,3.019,237.4,1.000000,0.964150,23.070000,20190501_post,0.107000
2019/05/12,1490.005165,22.0,3.016,237.6,1.000000,0.966450,23.070000,20190501_post,0.107000
2019/05/12,1500.002240,22.0,3.013,237.8,1.000000,0.968750,23.070000,20190501_post,0.107000
2019/05/12,1510.002625,22.0,3.009,238.0,1.000000,0.971060,23.070000,20190501_post,0.107000
2019/05/12,1520.001649,22.0,3.004,238.3,1.000000,0.973360,23.070000,20190501_post,0.107000
2019/05/12,1529.998147,22.0,3.001,238.5,1.000000,0.975670,23.070000,20190501_post,0.107000
2019/05/12,1540.000241,22.0,2.997,238.7,1.000000,0.977970,23.070000,20190501_post,0.107000
